id,user_id,location_name,latitude,longitude,location_description,created_at,updated_at,approved
3083,21,"Antarktis XIX/5, R/V Polarstern, sta. PS61/167–01, west of South Georgia Island, sub-Antarctic ",-53.39467,-42.70383,,,,true
2959,21,"Antigonia seamount, Norfolk Ridge, New Caledonia",-23.75,167.7002,,,,true
266,1,"Ao Man, Thailand ",7.834319,98.406266,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3153,21,"Apulian ridge, off Santa Maria di Leuca, Mediterranean",39.61167,18.35,,,,true
2465,21,"Arafura Sea, North Australia",-8.53556,136.267533,,,,true
2164,21,"Arethoussa, Kavala Bay, Greece",35.1958,26.2946,,,,true
2738,21,Argentinian continental slope,-50.53333,-63.05,,,,true
3234,21,"Arquets, Montgri, NW Mediterranean",42.057317,3.211964,,,,true
2444,21,"Arraial do Cabo, Saco dos Cordeiros, Rio de Janeiro, Brazil",-22.96667,-41.995,,,,true
3172,21,"Arrival Heights, McMurdo Sound, Antarctica",-77.85,166.65,,,,true
2906,21,Arrowsmith Bank,20.83333,-86.5,,,,true
525,1,Aruba,12.528171,-69.981483,"",2016-01-08 15:40:22 UTC,2016-01-08 15:40:22 UTC,true
2457,21,"Aru islands, Arafura Sea, Indonesia",-6.031257,134.520865,,,,true
2550,21,"Ascension island, Atlantic Ocean",-8.05,-14.45,,,,true
522,1,Atlantic (unspecified),13.695557,-47.026395,"",2015-11-22 20:08:06 UTC,2015-11-22 20:08:06 UTC,true
408,1,Au'au Channel,20.883,-156.754,"Au'au Channel, Main Hawaiian Islands",2015-05-27 06:30:23 UTC,2015-05-27 06:30:23 UTC,true
2610,21,"Augulpelu Reef, Palau islands",7.273497492,134.5486951,,,,true
2881,21,"Austasen, Eastern Weddell Sea, Antarctica",-72.85717,-19.64367,,,,true
2353,21,"Azores archipielago, Atlantic",38.4853,-28.4015,,,,true
603,1,"Babeldaob_1, Palau",7.515,134.5825,"",2017-07-23 11:23:24 UTC,2017-07-23 11:23:24 UTC,true
2326,21,"Bache Shoal, Florida Keys",25.4849,-80.149,,,,true
2160,21,"Baffin Bay, Canada",68.1349,-60.7235,,,,true
2607,21,"Bagabag Island, Papua New Guinea",-4.794816,146.221675,,,,true
222,1,Bahamas,25.533672,-77.384523,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2678,21,"Bahia Conoma, Valle Seco, Venezuela",10.244031,-64.535494,,,,true
2761,21,"Bahia de Caraquez, Ecuador",-0.616981245,-80.42314788,,,,true
2692,21,"Bahia Honda, Florida",24.66731568,-81.26096668,,,,true
3268,21,"Bahia, Lixa Reef, Parcel das Paredes, Brazil",-17.745582,-38.919083,,,,true
3267,21,"Bahia, Pedra Grande, Parcel das Paredes, Brazil",-17.745583,-38.919083,,,,true
2234,21,"Baja Casju, Scandola, Corsica",42.3496,8.5585,,,,true
3035,21,"Bajo Diablo, Caño island, Costa Rica",8.687282,-83.912244,,,,true
2902,21,"Bajo Lunes, Puntilla de Santa Elena, Salinas, Ecuador",-2.189133,-81.013005,,,,true
3288,21,"Bali, Indonesia",-8.420374996,115.1402537,,,,true
3244,21,"Balun, Croatia, Mediterranean Sea",43.803889,15.255,,,,true
2072,21,"Balun, Kornati, Croatia",43.8023,15.253,,,,true
2182,21,"Banc Madyouna 1, Haouaria, Tunisia",37.1564,11.2719,,,,true
2183,21,"Banc Madyouna 2, Haouaria, Tunisia",37.15,11.2797,,,,true
2315,21,"Banco del Medio, Argentina",-38.1667,-57.4667,,,,true
2965,21,"Banc Stylaster, Norfolk Ridge, New Caledonia",-24.95,168.37,,,,true
3064,21,"Bandar Al-Khiran, Oman Sea",23.501662,58.763671,,,,true
166,1,"Banderas Bay, Mexico",20.605857,-105.632349,"min_depth=2, max_depth=10, start_year=2006, end_year=2008, methodology=DGGE",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2042,21,"Banyuls sur-Mer, France",42.4777,3.1667,,,,true
561,1,"Bar Al-Hikman reef complex, Oman",20.30832,58.320344,"",2016-02-08 08:47:35 UTC,2016-02-08 08:47:35 UTC,true
451,1,"Barang Lompo, South Sulawesi, Flores Sea",-4.9653,119.3311,"",2015-07-29 20:48:21 UTC,2015-07-29 20:48:21 UTC,true
46,1,Barbados,13.065258,-59.39125,"min_depth=15, max_depth=0, start_year=2005, end_year=2007, methodology=DGGE",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2615,21,"Barbados, Caribbean Sea",13.159375,-59.556559,,,,true
343,1,"Barren Island, Australia",-23.158121,151.076197,"",2014-12-04 23:29:59 UTC,2015-09-24 21:49:30 UTC,true
3011,21,"Barrenjoey, Australia",-33.57598488,151.3299854,,,,true
3219,21,"Bau Cap Trencat, Cap de Creus, NW Mediterranean",42.234219,3.240165,,,,true
2058,21,"Bay of Calvi, Corsica, France",42.5833,8.75,,,,true
3256,21,"Bay of Calvi, Corsica, NW Mediterranean",42.583333,8.75,,,,true
2378,21,"Bay of Houwan, Taiwan",21.9333,120.9333,,,,true
2897,21,"Bay of Panama, Panama",8.832317925,-79.15509263,,,,true
583,1,"Beacon_Islands, Houtman Abrolhos, Australia",-28.461389,113.697778,"",2017-07-23 05:32:35 UTC,2017-09-23 12:18:43 UTC,true
445,1,"Beer Odeeb, Northern Gulf of Suez, Red Sea",29.6807,32.3652,"",2015-07-29 04:54:58 UTC,2015-07-29 04:54:58 UTC,true
2244,21,"Begur, Catalonia, Spain",41.9581,3.2346,,,,true
2380,21,"Belize, Caribbean Sea",16.7753,-88.3291,,,,true
2822,21,"Bellona Plateau, West of New Caledonia",-36.96,177.332,,,,true
61,1,Bermuda,32.36868333,-64.78976111,"min_depth=0, max_depth=0, start_year=0, end_year=0, methodology=Cloning",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
465,1,"Bermuda Island, Fore-reef slope north",32.4658,-64.8439,"",2015-08-03 05:14:51 UTC,2015-08-03 05:14:51 UTC,true
464,1,"Bermuda Island, Fore-reef slope south",32.3445,-64.6234,"",2015-08-03 05:13:25 UTC,2015-08-03 05:13:25 UTC,true
468,1,"Bermuda Island, South Shore",32.3279,-64.6909,"",2015-08-03 05:30:36 UTC,2015-08-03 05:30:36 UTC,true
2334,21,"Beufort, North Caroline",34.7109,-76.659,,,,true
580,1,"Big Broadhurst_SW, Big Broadhurst Reef",-18.899722,147.755278,"",2017-07-23 05:19:25 UTC,2017-07-23 05:19:25 UTC,true
413,1,Big Broadhurt Reef,-18.902,147.734,"Big Broadhurst Reef, central Great Barrier Reef, Australia",2015-06-02 03:38:55 UTC,2015-06-02 03:38:55 UTC,true
2992,21,"Bight of Bonny, Isaka, Nigeria",4.164323273,8.141005983,,,,true
337,1,"Big Island, Hawaii",19.598607,-155.66803,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
199,1,"BIOSphere, Hawaii Institute of Marine Biology",21.428709,-157.792094,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
481,1,"Bird Island, Lizard Island",-14.693036,145.467231,Cath Lovelock site,2015-08-25 05:37:01 UTC,2015-08-25 05:37:01 UTC,true
482,1,"Bird Island Patch, Lizard Island",-14.690408,145.460378,Cath Lovelock site,2015-08-25 05:37:51 UTC,2015-08-25 05:37:51 UTC,true
2321,21,"Biscayne National Park, Florida",25.35,-80.1667,,,,true
365,1,"Biscayne National Park, Florida Keys",25.480263,-80.331586,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3071,21,"Blake Station 190, off Dominica",15.303,-61.442,,,,true
3141,21,"Blank Bank, Northwest Hawaiian Islands",23.24,163.5225,,,,true
2653,21,"Blue Corner, Ngemelis Island, Palau",7.14,134.22,,,,true
3023,21,"Boca Chita Pass, Florida",25.5229,-80.1751,,,,true
2012,21,"Boca de Calderas, Cuba",23.1842,-82.0553,,,,true
2390,21,"Boca del Drago, Panama",9.4226,-82.3266,,,,true
2756,21,"Boca Flor de Malva, SE of Punta Tosca, Baja California",24.18529,-111.3509,,,,true
54,1,"Bocas del Toro District, Panama",9.33533611,-82.25432222,"min_depth=0, max_depth=0, start_year=2002, end_year=2002, methodology=cloning",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2359,21,"Bolinao-Anda Reef Complex (BARC), Philippines",16.378,119.9113,,,,true
181,1,"Bolinao, Phillipines",16.3333,119.8833,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
480,1,"Bommie, Lizard Island",-14.689258,145.466683,Cath Lovelock's site near Bird Island,2015-08-25 04:51:50 UTC,2015-08-25 04:51:50 UTC,true
458,1,"Bondo, Karimunjawa Islands, Java",-6.4293,110.7562,"",2015-07-29 21:48:54 UTC,2015-07-29 21:48:54 UTC,true
3040,21,"Booby island, Man-O-war Bay, Charlotteville, Tobago",11.32242376,-60.5584192,,,,true
2549,21,"Bota Island, Cameroon, Atlantic Ocean",3.997921314,9.194060288,,,,true
2289,21,"Botanical Beach, Washington",48.5166,-124.45,,,,true
2792,21,Bouvet island,-54.43333,3.4,,,,true
419,1,Bowden Reef,-19.0496443,147.9546859,"",2015-06-05 05:22:36 UTC,2015-06-05 05:22:36 UTC,true
585,1,"Bowden_Reef_1, Bowden Reef",-19.036111,147.9275,"",2017-07-23 05:36:04 UTC,2017-07-23 05:36:04 UTC,true
632,1,Bowden_Reef_SW,-19.046175,147.919553,"",2017-08-25 04:10:01 UTC,2017-08-25 04:10:01 UTC,true
3108,21,"Bowling Green Bay, Queensland, Australia",-19.36037984,147.2531792,,,,true
2977,21,"Bransfield Strait and South Shetland Islands area, Antarctica",-62.539569,-58.554312,,,,true
2336,21,Brazil coast,-17.0069,-38.3136,,,,true
2526,21,"Bremer island, Gulf of Carpentaria, Australia",-12.09433,136.7959,,,,true
2221,21,"Bremer Point, Magnetic island",-19.15,146.8667,,,,true
248,1,"Buck Island, St. Croix",17.790045,-64.62038,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2737,21,"Buenos Aires, Bahía Blanca, Argentina",-40.05,-57.0,,,,true
546,1,"Bundegi Reef, Australia",-21.844927,114.173732,"",2016-01-08 19:51:20 UTC,2016-01-08 19:51:20 UTC,true
2947,21,"Burbujas, between Los Potreros and Playa Arenillas, Puerto Jiménez, Golfo Dulce, Costa Rica",10.537059,-85.743086,,,,true
2876,21,"Burdwood Bank, Argentina",-54.88361,-58.40444,,,,true
2880,21,"Burdwood Bank stn PS61/150-01, Subantarctic",-54.50367,-56.13667,,,,true
2662,21,"Burford Island, Northern Australia",-11.48006446,131.9572807,,,,true
3130,21,"Bushnell Seamount, Hawaii",19.86601,-153.717208,,,,true
610,1,"Cabarruyan_Island_1, Philippines",16.366667,119.9,"",2017-07-23 11:38:33 UTC,2017-07-23 11:38:33 UTC,true
2325,21,"Cabo de Palos, Spain",37.6336,0.6844,,,,true
2271,21,"Cabo San Lucas, Mexico",22.8805,-109.966,,,,true
2091,21,"Caials, Cap de Creus, Spain ",42.2842,3.3097,,,,true
2907,21,"Caja de Muertos, Puerto Rico, Caribbean Sea",17.825,-66.56639,,,,true
3230,21,"Cala Bona, Cap de Creus, NW Mediterranean",42.312849,3.306284,,,,true
534,1,"Calafuria, Tyrrhenian Sea",43.450009,10.35,"Coordinates of site in Goffredo et al., 2009. (original coordinates given in Deg Min Sec)",2016-01-08 17:35:58 UTC,2016-01-08 17:35:58 UTC,true
2055,21,"Calafuria, Tyrrhenian Sea 2",43.5,10.3333,,,,true
2250,21,"Cala Oro East, Portofino, Italy",44.4972,9.1806,,,,true
2349,21,"Caldeira de Troia, Portugal",38.4857,-8.8908,,,,true
2044,21,California coast,35.8244,-121.4689,,,,true
2891,21,California Northeast Bank,32.2716305,-119.6724745,,,,true
2766,21,"Callao, Peru",-12.05158427,-77.13268179,,,,true
2912,21,Campbell plateau South of N. Zealand,-49.85,178.5833,,,,true
3295,21,"Campeche bank, Mexico",21.583333,-90.75,,,,true
237,1,"Canal de Afuera, Panama",7.671113,-81.666838,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2525,21,"Canal Pitt Chico, Chile",-50.83531,-74.13914,,,,true
2278,21,"Cancun, Mexico",21.1653,-86.8081,,,,true
6,1,"Cane Bay, St. Croix",17.766108,-64.839977,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2048,21,"Cannitello, Strait of Messina, Italy",38.2433,15.6735,,,,true
25,1,"Caño Island, Costa Rica",8.716667,-83.866667,"",2014-12-04 23:29:59 UTC,2015-07-15 01:21:07 UTC,true
2045,21,"Cap Bear, Banyuls sur-Mer, France",42.5151,3.143,,,,true
2375,21,"Cap Couronne,  Côte Bleue, France",43.3251,5.0521,,,,true
2157,21,"Cap de Creus, Spain",42.3179,3.3219,,,,true
2492,21,"Cape Arago, Middle Cove, Oregon, USA ",43.30680909,-124.4022556,,,,true
2551,21,"Cape Arid, Western Australia",-34.05,125.5167,,,,true
2363,21,"Cape Ashizuri, Kochi, Japan",32.5,132.8333,,,,true
2725,21,"Cape Brett, New Zealand",-35.216,174.4033,,,,true
516,1,"Cape Canaveral, USA",28.459234,-80.46078,"",2015-11-03 07:56:30 UTC,2015-11-03 07:56:30 UTC,true
2049,21,"Cape Elfola, Elba Island, Italy",42.8284,10.2591,,,,true
2771,21,"Cape Flattery, California",48.60833,-127.0133,,,,true
2495,21,"Cape Flora, Northbrook island, Arctic Ocean",79.95948496,50.10649521,,,,true
2786,21,"Cape Hatteras, North Carolina",35.141667,-75.166667,,,,true
2652,21,"Cape Hedo, Okinawa, Japan",26.8721,128.2666,,,,true
2674,21,"Cape Leveque, Western Australia",-16.385751,122.925435,,,,true
2942,21,"Cape Morgan, Transkei coast, South Africa",-32.70725553,28.36480884,,,,true
2497,21,"Cape Nusaniwe, Leitimur, Ambon",-3.786883818,128.0905484,,,,true
2567,21,"Cape Peninsula, South Africa",-33.98217,18.3594,,,,true
2993,21,"Cape St. Francis, Cape Province, South Africa",-34.26667,24.83333,,,,true
2511,21,Cape Verde islands,16.58333,-24.6,,,,true
3273,21,"Cap Fonza, Elba island, Italy, Mediterranean Sea",42.733333,10.283333,,,,true
2179,21,"Capo Grosso, Zembra, Tunisia",37.2142,10.8325,,,,true
2366,21,"Capo Mannu, Sardinia, Mediterranean Sea",40.0361,8.3809,,,,true
2384,21,"Caponga beach, Fortaleza, Brazil",-4.0333,-38.1833,,,,true
2046,21,"Cap Rederis, Banyuls sur-Mer, France",42.4653,3.1635,,,,true
2171,21,"Cap Tabarka, Tabarka, Tunisia",37.1069,8.81,,,,true
2324,21,"Carall Bernat, Medes islands, Spain",43.0417,3.2251,,,,true
2985,21,"Carbyns Cove, Andaman",11.64513,92.75859,,,,true
2802,21,"Cariaco Basin, west of Isla La Tortuga, Venezuela",10.95,-62.86667,,,,true
351,1,Caribbean,15.45368,-74.750977,No good location information,2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
334,1,"Caribbean coast, Panama",9.62783,-79.172974,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2690,21,"Carriacou island, Granada, Caribbean Sea",12.47883303,-61.44783891,,,,true
80,1,"Carrie Bow Cay, Belize",16.796983,-88.084388,"min_depth=0, max_depth=0, start_year=0, end_year=0, methodology=DGGE",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
49,1,"Cartagena, Colombia",10.141381,-75.930156,"min_depth=8, max_depth=36, start_year=2006, end_year=2006, methodology=DGGE",2014-12-04 23:29:59 UTC,2017-09-11 05:59:15 UTC,true
363,1,"Carysfort Reef, Florida Keys",25.253083,-80.219832,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2257,21,"Casa del Sindaco, Portofino, Italy",44.3494,9.2497,,,,true
2066,21,"Castelvielle, Marseille, France",43.2017,5.4898,,,,true
463,1,"Castle Harbour, Bermuda",32.3482,-64.6791,"",2015-08-03 05:08:36 UTC,2015-08-03 05:08:36 UTC,true
2290,21,"Catalina island, California",33.36946,-118.42088,,,,true
2680,21,"Catham Bay, Cocos island",5.555783,-87.03893,,,,true
2397,21,"Cat island, Bahamas",24.15,-75.53333,,,,true
625,1,"Cattle Bay, Orpheus Island",-18.586545,146.481383,"",2017-08-25 02:58:06 UTC,2017-08-25 02:58:06 UTC,true
2237,21,"Cave b, Scandola, Corsica",42.3597,8.5575,,,,true
384,1,"Cayo Arcas, Gulf of Mexico",20.21,-91.98,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2320,21,"Cayo Sombrero in Morrocoy, Venezuela",10.8667,-68.2687,,,,true
2552,21,"Cay Sal Bank, Bahamas",23.865,-80.71167,,,,true
3265,21,"Ceará, off Iguapé Point and Maceió Point, Brazil",-3.5,-37.941667,,,,true
3210,21,"Central East of Sardinia, Mediterranean Sea",40.060424,9.68703,,,,true
510,1,Central Great Barrier Reef,-18.913482,146.744766,"",2015-11-02 06:33:07 UTC,2015-11-02 06:33:07 UTC,true
2145,21,"Central Tyrrhenian, Mediterranean Sea",40.6433,13.6833,,,,true
2626,21,"Chabahar, Gulf of Oman",25.27407,60.67748,,,,true
2346,21,"Chafarinas islands, Morocco",35.1786,-2.4317,,,,true
2433,21,"Chagos Archipelago, Indian Ocean",-6.667754,71.429823,,,,true
2621,21,"Challenger st. 188, South of Papua, Arafura Sea",-9.59,139.42,,,,true
3077,21,"Challenger, sta. 135D, off Inaccessible Island, Tristan de Cunha ",-37.41667,-12.375,,,,true
3086,21,"Challenger, sta. 171, Kermadec Islands, NE of New Zealand ",-28.55,177.8333,,,,true
3078,21,"Challenger, sta. 308, Chile",-50.14167,-74.68333,,,,true
59,1,Charlotte Amalie,18.296119,-64.890936,"min_depth=2, max_depth=7, start_year=2007, end_year=2007, methodology=DGGE",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3051,21,"Chatham Rise, New Zealand, RV Tangaroa, stn. 153",-42.735,-179.899,,,,true
624,1,"Checker Reef, Kaneohe_Bay_4, Hawaii",-21.444444,-157.769444,"",2017-07-23 12:36:08 UTC,2017-07-24 22:50:26 UTC,true
397,1,"Cheeca Patch, Florida",24.907447,-80.61826,"",2015-04-28 03:56:02 UTC,2015-04-28 04:02:14 UTC,true
2609,21,"Chesterfield Bank, New Caledonia",-19.4,158.4508,,,,true
3046,21,"Chesterfield island, New Caledonia",-19.66667,158.4514,,,,true
263,1,"Chinchorro Bank, Mexico",18.611044,-87.315085,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
28,1,"Chinimi, Enewetak Atoll, Marshall Islands",11.520639,162.222049,"Depth is midpoint of given range (2-5m).
Site of nuclear tests 1948-1958.",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
478,1,"Chinwan Inner Bay, Penghu Islands, Taiwan",23.529407,119.560103,"",2015-08-14 03:52:13 UTC,2015-08-14 03:52:13 UTC,true
2331,21,"Chitou Bay, Taiwan Strait",28.6333,119.5667,,,,true
3294,21,"Chocolate hole, St John, Virgin islands",18.313613,-64.787743,,,,true
390,1,"Christiansted Harbor Back Reef-Round Reef, St. Croix",17.754832,-64.698232,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
389,1,"Christiansted Harbor Fore-Reef, St. Croix",17.758092,-64.714239,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3269,21,"Chub cay, Bahamas",25.41623336,-77.88764936,,,,true
2740,21,"Chubut, San Matías Gulf, Argentina",-41.21667,-65.98333,,,,true
395,1,"Chumbe Island, Zanzibar",-6.0538,39.4692,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
605,1,"Chumphon reef_2, Thailand",10.366667,99.316667,"",2017-07-23 11:29:58 UTC,2017-07-23 11:29:58 UTC,true
606,1,"Chumphon reef_3, Thailand",10.366667,99.333333,"",2017-07-23 11:30:16 UTC,2017-07-23 11:30:16 UTC,true
3262,21,"Cinque Terre, Italy, Mediterranean Sea",44.083333,8.75,,,,true
2667,21,"Clerke reef, Rowley Shoals, Western Australia",-17.36186024,119.333874,,,,true
265,1,Clipperton Atoll,10.286043,-109.216133,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3208,21,"Coast of Begur, Costa Brava, NW Mediterranean",42.016667,3.248611,,,,true
402,1,"Coast of Jeddah, Saudi Arabia, Central Red Sea",21.9994189,38.8731244,"",2015-05-08 15:12:44 UTC,2015-08-28 01:24:24 UTC,true
3207,21,"Coast of Montgri, Costa Brava, NW Mediterranean",42.098889,3.214167,,,,true
2661,21,"Cockburn reef, Great Barrier Reef",-11.81327131,143.3729595,,,,true
347,1,"Coconut Island, Kaneohe Bay, Oahu",21.434395,-157.787983,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3013,21,"Cocos island, Costa Rica",5.53329266,-87.06713357,,,,true
3177,21,"Coetivy islands, Seychelles",-7.127194,56.282132,,,,true
2047,21,"Coiba National Park, Panama",7.4405,-81.6717,,,,true
236,1,"Coiba, Panama",7.638999,-81.75404,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
3306,21,"Colon, Panama, Albatross sta. 2147",9.538889,-79.9125,,,,true
3227,21,"Columbretes islands, NW Mediterranean",39.898372,0.685842,,,,true
2354,21,"Comau and Reñihué fjords, Chilean Patagonia",-42.2558,-72.7051,,,,true
357,1,"Conch Reef, Florida",24.95797,-80.46052,"",2014-12-04 23:29:59 UTC,2014-12-04 23:29:59 UTC,true
2571,21,"Con Dao Island, South China Sea, Vietnam",8.416667,106.3967,,,,true
